"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb204230",0.7819063,1,"No","0.7819063"
"Zm00001eb415340",0.7819103,1,"No","0.7819103"
"Zm00001eb123240",0.782835142306054,11,"Yes","0.7896271,0.9621673,0.8166007,0.1575664,0.5211913,0.6061462,0.615493,0.3543397,0.1642114,0.2264646,0.4943884"
"Zm00001eb202860",0.7832357,1,"No","0.7832357"
"Zm00001eb167130",0.783536938896458,3,"Yes","0.9875496,0.5193589,0.6038697"
"Zm00001eb107920",0.785143854600931,11,"Yes","0.2035321,0.805369,0.4480651,0.4070991,0.7747936,0.9754746,0.7615133,0.4855112,0.7561764,0.4457168,0.3532587"
"Zm00001eb421340",0.785754321269791,3,"Yes","0.8155075,0.6057188,0.4187475"
"Zm00001eb013660",0.785830131529078,12,"Yes","0.8373867,0.4090449,0.8044094,0.1305634,0.08992998,0.5142528,0.8736708,0.7021479,0.8667834,0.7018646,0.5364878,0.7051606"
"Zm00001eb052930",0.7859995,1,"No","0.7859995"
"Zm00001eb351350",0.786011242656713,3,"Yes","0.7932439,0.4384419,0.6064216"
"Zm00001eb070840",0.7863157,1,"No","0.7863157"
"Zm00001eb030660",0.786938104927771,7,"Yes","0.5124192,0.2901973,0.8352571,0.9004098,0.3490114,0.472444,0.7141031"
"Zm00001eb043650",0.7870749,1,"No","0.7870749"
"Zm00001eb220600",0.7882897,1,"No","0.7882897"
"Zm00001eb074380",0.789100594663089,8,"Yes","0.3360493,0.986831,0.8169455,0.2323194,0.5728548,0.1826942,0.9698601,0.8596362"
"Zm00001eb076500",0.7892817,1,"No","0.7892817"
"Zm00001eb317200",0.7894364,1,"No","0.7894364"
"Zm00001eb007820",0.790291422787954,6,"Yes","0.9448961,0.5443783,0.840062,0.4733376,0.1645687,0.7357477"
"Zm00001eb217780",0.790503314203304,4,"Yes","0.5227251,0.2489003,0.5428693,0.8261701"
"Zm00001eb379570",0.7917197,1,"No","0.7917197"
"Zm00001eb392460",0.7919297,1,"No","0.7919297"
"Zm00001eb253230",0.7923486,1,"No","0.7923486"
"Zm00001eb363200",0.793791108064885,3,"Yes","0.6253688,0.2902596,0.9855712"
"Zm00001eb414810",0.794009,1,"No","0.794009"
"Zm00001eb036840",0.794099499396721,3,"Yes","0.3161021,0.642981,0.7090574"
"Zm00001eb003460",0.7943021,1,"No","0.7943021"
"Zm00001eb148070",0.794461561645069,7,"Yes","0.9944291,0.9504143,0.1858768,0.2501456,0.3861672,0.9001767,0.7833534"
"Zm00001eb374460",0.7945944,1,"No","0.7945944"
"Zm00001eb365910",0.7955927,1,"No","0.7955927"
"Zm00001eb100260",0.795628792865329,10,"Yes","0.3724525,0.9658704,0.1736553,0.4529608,0.6475043,0.4391136,0.5285496,0.1864184,0.8113634,0.7765197"
"Zm00001eb385490",0.795809247750534,12,"Yes","0.897721,0.8266173,0.7949379,0.3699165,0.1614049,0.7521959,0.0711625,0.7495791,0.3210501,0.6946251,0.7414739,0.3211905"
"Zm00001eb310610",0.795874699430681,6,"Yes","0.7975128,0.3228937,0.9931842,0.4752439,0.603161,0.3083427"
"Zm00001eb430470",0.7960213,1,"No","0.7960213"
"Zm00001eb405230",0.7960221,1,"No","0.7960221"
"Zm00001eb055970",0.796400394158792,7,"Yes","0.1781199,0.7990359,0.2741298,0.5169863,0.8411534,0.5073287,0.8837195"
"Zm00001eb216420",0.796565494715403,5,"Yes","0.6679503,0.7528473,0.843225,0.5124267,0.1673129"
"Zm00001eb049650",0.796622667167452,4,"Yes","0.491777,0.9521903,0.3701748,0.7191858"
"Zm00001eb398920",0.7970616,1,"No","0.7970616"
"Zm00001eb008190",0.7971042,1,"No","0.7971042"
"Zm00001eb241060",0.797164495937502,10,"Yes","0.2952553,0.3834498,0.9116485,0.5291823,0.7126122,0.6927763,0.08090241,0.2428343,0.4628276,0.5001906"
"Zm00001eb198490",0.797941045637343,4,"Yes","0.9196247,0.4875887,0.6276331,0.2919964"
"Zm00001eb059050",0.7984375,1,"No","0.7984375"
"Zm00001eb357780",0.798986695167112,4,"Yes","0.3295393,0.9610763,0.8932525,0.4912035"
"Zm00001eb170140",0.799510935935572,3,"Yes","0.6262999,0.6829886,0.5016099"
"Zm00001eb361760",0.80041497820111,4,"Yes","0.417804,0.8690491,0.8087059,0.4898813"
"Zm00001eb035840",0.800443998009313,5,"Yes","0.7509617,0.2416128,0.5515866,0.6805699,0.3607306"
"Zm00001eb393130",0.8005034,1,"No","0.8005034"
"Zm00001eb072460",0.801874458636413,3,"Yes","0.8886126,0.6198936,0.5168751"
"Zm00001eb182400",0.803528832598903,6,"Yes","0.6036575,0.1567043,0.8781341,0.7763338,0.980384,0.8720278"
"Zm00001eb059230",0.803562,1,"No","0.803562"
"Zm00001eb229750",0.8037754,1,"No","0.8037754"
"Zm00001eb136920",0.804333,1,"No","0.804333"
"Zm00001eb309040",0.8049146,1,"No","0.8049146"
"Zm00001eb366620",0.805149458196196,9,"Yes","0.7683046,0.5054838,0.1831101,0.5986272,0.4161749,0.8041654,0.2975079,0.2377343,0.9227309"
"Zm00001eb395530",0.805861496594444,11,"Yes","0.9608548,0.2758924,0.1101067,0.8064922,0.4817147,0.7159674,0.6952839,0.7572946,0.6495518,0.3172767,0.2560874"
"Zm00001eb285990",0.8060366,1,"No","0.8060366"
"Zm00001eb108030",0.8067268,1,"No","0.8067268"
"Zm00001eb009580",0.8069455,1,"No","0.8069455"
"Zm00001eb204640",0.807040017999736,14,"Yes","0.5517909,0.4578808,0.2987403,0.6193885,0.4537448,0.4374828,0.5653048,0.3726436,0.6115393,0.2714482,0.6434679,0.6979532,0.06173583,0.1536476"
"Zm00001eb153530",0.807834920284399,3,"Yes","0.9583285,0.3009186,0.6525745"
"Zm00001eb427660",0.8080322,1,"No","0.8080322"
"Zm00001eb073660",0.8083538,1,"No","0.8083538"
"Zm00001eb158970",0.808489739337963,3,"Yes","0.7693821,0.4804829,0.623827"
"Zm00001eb158780",0.8087586,1,"No","0.8087586"
"Zm00001eb309830",0.8089174,1,"No","0.8089174"
"Zm00001eb325100",0.809042,1,"No","0.809042"
"Zm00001eb432140",0.8091854,1,"No","0.8091854"
"Zm00001eb058140",0.8092036,1,"No","0.8092036"
"Zm00001eb152800",0.8097554,1,"No","0.8097554"
"Zm00001eb395630",0.810357687471195,5,"Yes","0.537282,0.2299389,0.7011206,0.5580636,0.7601359"
"Zm00001eb380180",0.8108103,1,"No","0.8108103"
"Zm00001eb236370",0.8115376,1,"No","0.8115376"
"Zm00001eb325320",0.8116475,1,"No","0.8116475"
"Zm00001eb038370",0.8124471,1,"No","0.8124471"
"Zm00001eb270540",0.812550243812461,3,"Yes","0.7779211,0.6283515,0.3863208"
"Zm00001eb400270",0.812743730030469,16,"Yes","0.5719463,0.8307081,0.8008,0.2738631,0.1065076,0.4521173,0.280722,0.8917664,0.1997623,0.7810082,0.9673247,0.6105414,0.5673673,0.4552573,0.3579544,0.4353912"
"Zm00001eb428000",0.8127466,1,"No","0.8127466"
"Zm00001eb141130",0.8131083,1,"No","0.8131083"
"Zm00001eb168070",0.8133916,1,"No","0.8133916"
"Zm00001eb073580",0.8139871,1,"No","0.8139871"
"Zm00001eb357830",0.8151279,1,"No","0.8151279"
"Zm00001eb216590",0.8155469,1,"No","0.8155469"
"Zm00001eb175420",0.8157186,1,"No","0.8157186"
"Zm00001eb228060",0.8171126,1,"No","0.8171126"
"Zm00001eb144720",0.8182308,1,"No","0.8182308"
"Zm00001eb179230",0.8182582,1,"No","0.8182582"
"Zm00001eb029220",0.8183164,1,"No","0.8183164"
"Zm00001eb371720",0.8185084,1,"No","0.8185084"
"Zm00001eb321700",0.8195416,1,"No","0.8195416"
"Zm00001eb102110",0.819698316104942,3,"Yes","0.8340048,0.5205487,0.6352336"
"Zm00001eb408810",0.8203027,1,"No","0.8203027"
"Zm00001eb254950",0.82149,1,"No","0.82149"
"Zm00001eb052180",0.8217099,1,"No","0.8217099"
"Zm00001eb275860",0.8217613,1,"No","0.8217613"
"Zm00001eb076050",0.8220424,1,"No","0.8220424"
"Zm00001eb115240",0.822300969666934,6,"Yes","0.8351138,0.6348129,0.9580704,0.2690315,0.3195049,0.5143844"
"Zm00001eb053910",0.8226809,1,"No","0.8226809"
"Zm00001eb013720",0.8239974,1,"No","0.8239974"
"Zm00001eb303780",0.8243632,1,"No","0.8243632"
"Zm00001eb104990",0.8244776,1,"No","0.8244776"
"Zm00001eb313490",0.8245008,1,"No","0.8245008"
"Zm00001eb093000",0.8256405,1,"No","0.8256405"
"Zm00001eb183200",0.826015689432475,3,"Yes","0.9780485,0.6441729,0.6476419"
"Zm00001eb395600",0.8261266,1,"No","0.8261266"
"Zm00001eb084890",0.8261493,1,"No","0.8261493"
"Zm00001eb298680",0.826321345760739,3,"Yes","0.6711411,0.4497225,0.6419342"
"Zm00001eb320520",0.827248402285369,6,"Yes","0.6204528,0.3441551,0.8209766,0.2853968,0.4881512,0.8298535"
"Zm00001eb164380",0.8274476,1,"No","0.8274476"
"Zm00001eb399650",0.8275205,1,"No","0.8275205"
"Zm00001eb287570",0.827984284312626,6,"Yes","0.611158,0.5400985,0.8579766,0.541189,0.1655687,0.7696694"
"Zm00001eb251210",0.828069337805438,3,"Yes","0.7120525,0.5200077,0.6423664"
"Zm00001eb115650",0.8282662,1,"No","0.8282662"
"Zm00001eb344510",0.8284254,1,"No","0.8284254"
"Zm00001eb337930",0.828712093860879,7,"Yes","0.5478421,0.5458851,0.9312796,0.9783084,0.5401727,0.34073,0.2166779"
"Zm00001eb225370",0.8290296,1,"No","0.8290296"
"Zm00001eb299830",0.829242590464311,9,"Yes","0.9551953,0.8784932,0.1947811,0.9310256,0.1441962,0.9341788,0.6756853,0.783745,0.3372338"
"Zm00001eb366300",0.829986,1,"No","0.829986"
"Zm00001eb100330",0.8302033,1,"No","0.8302033"
"Zm00001eb321110",0.830481844318655,3,"Yes","0.6447251,0.4338444,0.9703506"
"Zm00001eb097730",0.8305344,1,"No","0.8305344"
"Zm00001eb150790",0.8307036,1,"No","0.8307036"
"Zm00001eb374540",0.8308461,1,"No","0.8308461"
"Zm00001eb374550",0.8308461,1,"No","0.8308461"
"Zm00001eb191910",0.8317127,1,"No","0.8317127"
"Zm00001eb047820",0.832406016130434,3,"Yes","0.8951105,0.7657941,0.3199841"
"Zm00001eb046790",0.832464514667315,5,"Yes","0.8439133,0.220932,0.5926641,0.3768294,0.629385"
"Zm00001eb038870",0.8325525,1,"No","0.8325525"
"Zm00001eb421500",0.8325813,1,"No","0.8325813"
"Zm00001eb410060",0.8326093,1,"No","0.8326093"
"Zm00001eb420220",0.8330905,1,"No","0.8330905"
"Zm00001eb113730",0.8335263,1,"No","0.8335263"
"Zm00001eb013300",0.833930154105851,10,"Yes","0.3997042,0.6899811,0.5754286,0.3763911,0.5375848,0.2601646,0.8170317,0.8692379,0.9792233,0.3582482"
"Zm00001eb038720",0.834105297184711,5,"Yes","0.2443169,0.5097566,0.5779157,0.6882859,0.8437098"
"Zm00001eb017770",0.834185262824473,8,"Yes","0.6775365,0.3220696,0.6260241,0.9924715,0.3759102,0.183044,0.7715905,0.4835224"
"Zm00001eb301640",0.8342633,1,"No","0.8342633"
"Zm00001eb288940",0.8344745,1,"No","0.8344745"
"Zm00001eb274720",0.834685,1,"No","0.834685"
"Zm00001eb071540",0.83530156208488,11,"Yes","0.4272351,0.5807124,0.08946446,0.3692231,0.436004,0.961286,0.6918698,0.5353375,0.5551881,0.5138981,0.3428368"
"Zm00001eb145070",0.8355298,1,"No","0.8355298"
"Zm00001eb373520",0.8360912,1,"No","0.8360912"
"Zm00001eb033290",0.8363136,1,"No","0.8363136"
"Zm00001eb250810",0.836847956495053,11,"Yes","0.9065275,0.9674892,0.3953837,0.1584717,0.9639623,0.6195705,0.6722974,0.6948309,0.9307341,0.8149004,0.1420618"
"Zm00001eb389850",0.8369236,1,"No","0.8369236"
"Zm00001eb102550",0.8371136,1,"No","0.8371136"
"Zm00001eb118970",0.837267562370503,3,"Yes","0.6516686,0.3848978,0.7462695"
"Zm00001eb227810",0.8375652,1,"No","0.8375652"
"Zm00001eb211170",0.8379951,1,"No","0.8379951"
"Zm00001eb213190",0.8384694,1,"No","0.8384694"
"Zm00001eb281290",0.840058168023222,3,"Yes","0.6545162,0.5296088,0.7203368"
"Zm00001eb127060",0.8422018,1,"No","0.8422018"
"Zm00001eb123160",0.8450214,1,"No","0.8450214"
"Zm00001eb283870",0.845552351293614,5,"Yes","0.8328488,0.3250627,0.389833,0.8595017,0.6989963"
"Zm00001eb276690",0.8458533,1,"No","0.8458533"
"Zm00001eb276700",0.8458533,1,"No","0.8458533"
"Zm00001eb159540",0.8462039,1,"No","0.8462039"
"Zm00001eb106050",0.8468529,1,"No","0.8468529"
"Zm00001eb212620",0.8470222,1,"No","0.8470222"
"Zm00001eb300350",0.8475115,1,"No","0.8475115"
"Zm00001eb047670",0.8479656,1,"No","0.8479656"
"Zm00001eb265890",0.849384679208298,12,"Yes","0.6617286,0.6051467,0.471233,0.485708,0.5004579,0.1627761,0.6639769,0.3951763,0.6718791,0.7952947,0.07699726,0.5177759"
"Zm00001eb107050",0.8505329,1,"No","0.8505329"
"Zm00001eb311950",0.8508686,1,"No","0.8508686"
"Zm00001eb290110",0.8510507,1,"No","0.8510507"
"Zm00001eb243260",0.8516083,1,"No","0.8516083"
"Zm00001eb106410",0.8518729,1,"No","0.8518729"
"Zm00001eb067580",0.853685419446173,15,"Yes","0.3948068,0.3644432,0.6775324,0.7263041,0.605296,0.9974027,0.4077935,0.3198844,0.3164156,0.6130106,0.5070688,0.4786127,0.6745996,0.9850323,0.4022652"
"Zm00001eb380260",0.853885,1,"No","0.853885"
"Zm00001eb179700",0.8539384,1,"No","0.8539384"
"Zm00001eb175410",0.8542653,1,"No","0.8542653"
"Zm00001eb254100",0.8549081,1,"No","0.8549081"
"Zm00001eb322940",0.85571,1,"No","0.85571"
"Zm00001eb000640",0.8568368,1,"No","0.8568368"
"Zm00001eb058300",0.8573458,1,"No","0.8573458"
"Zm00001eb241620",0.8578646,1,"No","0.8578646"
"Zm00001eb364330",0.8593576,1,"No","0.8593576"
"Zm00001eb108680",0.8594978,1,"No","0.8594978"
"Zm00001eb088180",0.8596683,1,"No","0.8596683"
"Zm00001eb353520",0.8603902,1,"No","0.8603902"
"Zm00001eb041070",0.8615308,1,"No","0.8615308"
"Zm00001eb322520",0.864263457632048,7,"Yes","0.642436,0.8386734,0.7147804,0.3670933,0.4240426,0.9601096,0.141301"
"Zm00001eb092570",0.8650158,1,"No","0.8650158"
"Zm00001eb100030",0.865841,1,"No","0.865841"
"Zm00001eb304730",0.8662024,1,"No","0.8662024"
"Zm00001eb123970",0.8673127,1,"No","0.8673127"
"Zm00001eb170530",0.8674274,1,"No","0.8674274"
"Zm00001eb385030",0.8680562,1,"No","0.8680562"
"Zm00001eb114300",0.8690581,1,"No","0.8690581"
"Zm00001eb340630",0.8692242,1,"No","0.8692242"
"Zm00001eb333830",0.8710421,1,"No","0.8710421"
"Zm00001eb395700",0.8715108,1,"No","0.8715108"
"Zm00001eb054420",0.871583,1,"No","0.871583"
"Zm00001eb361830",0.871619,1,"No","0.871619"
"Zm00001eb388440",0.8732507,1,"No","0.8732507"
"Zm00001eb234500",0.8734043,1,"No","0.8734043"
"Zm00001eb036440",0.8753566,1,"No","0.8753566"
"Zm00001eb425100",0.8770223,1,"No","0.8770223"
"Zm00001eb231830",0.8780455,1,"No","0.8780455"
"Zm00001eb050880",0.8781506,1,"No","0.8781506"
"Zm00001eb125210",0.8785972,1,"No","0.8785972"
"Zm00001eb211100",0.8804265,1,"No","0.8804265"
"Zm00001eb392970",0.8819281,1,"No","0.8819281"
"Zm00001eb150720",0.8819914,1,"No","0.8819914"
"Zm00001eb399170",0.8824162,1,"No","0.8824162"
"Zm00001eb151610",0.883875912408297,23,"Yes","0.7187015,0.4374538,0.4410501,0.7027452,0.1637978,0.8099313,0.6230674,0.7986724,0.8086519,0.3322148,0.1507055,0.3228411,0.155943,0.1400531,0.8910613,0.862331,0.803668,0.9468306,0.5518188,0.3045336,0.5406581,0.4801797,0.4638452"
"Zm00001eb169270",0.8861347,1,"No","0.8861347"
"Zm00001eb319610",0.8873618,1,"No","0.8873618"
"Zm00001eb185570",0.8873941,1,"No","0.8873941"
"Zm00001eb160530",0.8875481,1,"No","0.8875481"
"Zm00001eb021660",0.8876288,1,"No","0.8876288"
"Zm00001eb133330",0.8891857,1,"No","0.8891857"
"Zm00001eb192500",0.8899742,1,"No","0.8899742"
"Zm00001eb357090",0.8904492,1,"No","0.8904492"
"Zm00001eb188970",0.8908586,1,"No","0.8908586"
"Zm00001eb282160",0.891349,1,"No","0.891349"
"Zm00001eb285290",0.89166,1,"No","0.89166"
"Zm00001eb181980",0.8925598,1,"No","0.8925598"
"Zm00001eb360560",0.8934529,1,"No","0.8934529"
"Zm00001eb235230",0.8947851,1,"No","0.8947851"
"Zm00001eb069680",0.8955529,1,"No","0.8955529"
"Zm00001eb406800",0.8957376,1,"No","0.8957376"
"Zm00001eb136510",0.8959694,1,"No","0.8959694"
"Zm00001eb253030",0.8969605,1,"No","0.8969605"
"Zm00001eb363840",0.8980021,1,"No","0.8980021"
"Zm00001eb322100",0.8982273,1,"No","0.8982273"
"Zm00001eb078370",0.9001939,1,"No","0.9001939"
"Zm00001eb214110",0.9008103,1,"No","0.9008103"
"Zm00001eb026890",0.9012985,1,"No","0.9012985"
"Zm00001eb052260",0.9025054,1,"No","0.9025054"
"Zm00001eb337340",0.9025581,1,"No","0.9025581"
"Zm00001eb171920",0.9025808,1,"No","0.9025808"
"Zm00001eb076650",0.902935,1,"No","0.902935"
"Zm00001eb365940",0.903408,1,"No","0.903408"
"Zm00001eb143920",0.9046912,1,"No","0.9046912"
"Zm00001eb114870",0.9046915,1,"No","0.9046915"
"Zm00001eb039450",0.9050134,1,"No","0.9050134"
"Zm00001eb216600",0.9054429,1,"No","0.9054429"
"Zm00001eb042920",0.9071589,1,"No","0.9071589"
"Zm00001eb071910",0.907757,1,"No","0.907757"
"Zm00001eb264130",0.9081521,1,"No","0.9081521"
"Zm00001eb274850",0.908706,1,"No","0.908706"
"Zm00001eb387300",0.9099093,1,"No","0.9099093"
"Zm00001eb108040",0.9101163,1,"No","0.9101163"
"Zm00001eb056050",0.9106198,1,"No","0.9106198"
"Zm00001eb092230",0.9114993,1,"No","0.9114993"
"Zm00001eb215280",0.9123599,1,"No","0.9123599"
"Zm00001eb076910",0.9125929,1,"No","0.9125929"
"Zm00001eb378600",0.9135019,1,"No","0.9135019"
"Zm00001eb381690",0.9148825,1,"No","0.9148825"
"Zm00001eb193120",0.916312,1,"No","0.916312"
"Zm00001eb211570",0.9170305,1,"No","0.9170305"
"Zm00001eb014020",0.9185443,1,"No","0.9185443"
"Zm00001eb014030",0.9185443,1,"No","0.9185443"
"Zm00001eb096180",0.9191174,1,"No","0.9191174"
"Zm00001eb186280",0.9191356,1,"No","0.9191356"
"Zm00001eb322370",0.9194128,1,"No","0.9194128"
"Zm00001eb168920",0.9209242,1,"No","0.9209242"
"Zm00001eb285030",0.9213985,1,"No","0.9213985"
"Zm00001eb015470",0.9217648,1,"No","0.9217648"
"Zm00001eb137780",0.9225392,1,"No","0.9225392"
"Zm00001eb290580",0.9232244,1,"No","0.9232244"
"Zm00001eb169210",0.9272192,1,"No","0.9272192"
"Zm00001eb397990",0.927564,1,"No","0.927564"
"Zm00001eb098810",0.9279454,1,"No","0.9279454"
"Zm00001eb240590",0.9294423,1,"No","0.9294423"
"Zm00001eb107640",0.9326761,1,"No","0.9326761"
"Zm00001eb149670",0.9330058,1,"No","0.9330058"
"Zm00001eb149680",0.9330058,1,"No","0.9330058"
"Zm00001eb059980",0.9334896,1,"No","0.9334896"
"Zm00001eb048160",0.9339931,1,"No","0.9339931"
"Zm00001eb324560",0.935193,1,"No","0.935193"
"Zm00001eb077790",0.938048,1,"No","0.938048"
"Zm00001eb248660",0.9390816,1,"No","0.9390816"
"Zm00001eb154070",0.9393423,1,"No","0.9393423"
"Zm00001eb198750",0.9407699,1,"No","0.9407699"
"Zm00001eb059850",0.9413196,1,"No","0.9413196"
"Zm00001eb348730",0.9420583,1,"No","0.9420583"
"Zm00001eb060350",0.9422029,1,"No","0.9422029"
"Zm00001eb069120",0.942266,1,"No","0.942266"
"Zm00001eb113470",0.9425096,1,"No","0.9425096"
"Zm00001eb142810",0.9427535,1,"No","0.9427535"
"Zm00001eb136670",0.9434817,1,"No","0.9434817"
"Zm00001eb217060",0.9440607,1,"No","0.9440607"
"Zm00001eb280410",0.9447286,1,"No","0.9447286"
"Zm00001eb210340",0.9456746,1,"No","0.9456746"
"Zm00001eb138630",0.9461237,1,"No","0.9461237"
"Zm00001eb243810",0.9469529,1,"No","0.9469529"
"Zm00001eb352550",0.9472931,1,"No","0.9472931"
"Zm00001eb150150",0.9474903,1,"No","0.9474903"
"Zm00001eb000920",0.9497144,1,"No","0.9497144"
"Zm00001eb004940",0.9510517,1,"No","0.9510517"
"Zm00001eb237250",0.9516963,1,"No","0.9516963"
"Zm00001eb123000",0.9526466,1,"No","0.9526466"
"Zm00001eb200710",0.9576683,1,"No","0.9576683"
"Zm00001eb358360",0.9580249,1,"No","0.9580249"
"Zm00001eb358370",0.9580249,1,"No","0.9580249"
"Zm00001eb125820",0.960454,1,"No","0.960454"
"Zm00001eb059740",0.960616,1,"No","0.960616"
"Zm00001eb053180",0.9608627,1,"No","0.9608627"
"Zm00001eb252940",0.9612467,1,"No","0.9612467"
"Zm00001eb076400",0.9613352,1,"No","0.9613352"
"Zm00001eb020350",0.9616833,1,"No","0.9616833"
"Zm00001eb289380",0.9631169,1,"No","0.9631169"
"Zm00001eb400330",0.9631922,1,"No","0.9631922"
"Zm00001eb389860",0.9635194,1,"No","0.9635194"
"Zm00001eb283950",0.9636956,1,"No","0.9636956"
"Zm00001eb334440",0.9645366,1,"No","0.9645366"
"Zm00001eb316930",0.964601,1,"No","0.964601"
"Zm00001eb210500",0.9655924,1,"No","0.9655924"
"Zm00001eb431910",0.9665153,1,"No","0.9665153"
"Zm00001eb229050",0.9666745,1,"No","0.9666745"
"Zm00001eb409870",0.9669541,1,"No","0.9669541"
"Zm00001eb154380",0.9682813,1,"No","0.9682813"
"Zm00001eb166800",0.9688418,1,"No","0.9688418"
"Zm00001eb019120",0.969186,1,"No","0.969186"
"Zm00001eb035640",0.9697464,1,"No","0.9697464"
"Zm00001eb122720",0.9702313,1,"No","0.9702313"
"Zm00001eb160920",0.9703269,1,"No","0.9703269"
"Zm00001eb148400",0.9723384,1,"No","0.9723384"
"Zm00001eb085760",0.9728213,1,"No","0.9728213"
"Zm00001eb066940",0.9728657,1,"No","0.9728657"
"Zm00001eb136360",0.9729386,1,"No","0.9729386"
"Zm00001eb059120",0.9729707,1,"No","0.9729707"
"Zm00001eb002180",0.9758339,1,"No","0.9758339"
"Zm00001eb127210",0.9758941,1,"No","0.9758941"
"Zm00001eb250750",0.976548,1,"No","0.976548"
"Zm00001eb270040",0.9796834,1,"No","0.9796834"
"Zm00001eb319010",0.9817554,1,"No","0.9817554"
"Zm00001eb428310",0.9825782,1,"No","0.9825782"
"Zm00001eb290170",0.9826303,1,"No","0.9826303"
"Zm00001eb308720",0.9831198,1,"No","0.9831198"
"Zm00001eb224300",0.9832642,1,"No","0.9832642"
"Zm00001eb178470",0.9833619,1,"No","0.9833619"
"Zm00001eb334310",0.9835927,1,"No","0.9835927"
"Zm00001eb103750",0.9837841,1,"No","0.9837841"
"Zm00001eb140670",0.9848045,1,"No","0.9848045"
"Zm00001eb013680",0.9865026,1,"No","0.9865026"
"Zm00001eb326970",0.9871957,1,"No","0.9871957"
"Zm00001eb422010",0.9883127,1,"No","0.9883127"
"Zm00001eb204430",0.9885604,1,"No","0.9885604"
"Zm00001eb343330",0.9895087,1,"No","0.9895087"
"Zm00001eb127440",0.99062,1,"No","0.99062"
"Zm00001eb046910",0.9910989,1,"No","0.9910989"
"Zm00001eb414040",0.9931515,1,"No","0.9931515"
"Zm00001eb115770",0.9943637,1,"No","0.9943637"
"Zm00001eb079420",0.9948543,1,"No","0.9948543"
"Zm00001eb090200",0.9948693,1,"No","0.9948693"
"Zm00001eb349620",0.9964081,1,"No","0.9964081"
"Zm00001eb159790",0.9969131,1,"No","0.9969131"
"Zm00001eb338770",0.9985159,1,"No","0.9985159"
"Zm00001eb069600",0.9986698,1,"No","0.9986698"
"Zm00001eb322290",0.9996505,1,"No","0.9996505"
"Zm00001eb000780",1,3,"Yes","0.5438677,0.8595301,0.6696362"
"Zm00001eb000810",1,6,"Yes","0.4663888,0.6453054,0.3548441,0.886905,0.8107743,0.7949041"
"Zm00001eb001040",1,4,"Yes","0.6715505,0.668159,0.6127849,0.8197747"
"Zm00001eb001480",1,2,"Yes","0.3815808,0.2782823"
"Zm00001eb002610",1,4,"Yes","0.9059312,0.8937826,0.9271458,0.7358107"
"Zm00001eb004560",1,6,"Yes","0.9033099,0.7658171,0.8259013,0.5291802,0.9862221,0.7074831"
"Zm00001eb004760",1,3,"Yes","0.9868358,0.9323508,0.2540402"
"Zm00001eb005030",1,2,"Yes","0.7293079,0.8486537"
"Zm00001eb005100",1,4,"Yes","0.6923903,0.7610427,0.6432455,0.9558824"
"Zm00001eb005710",1,5,"Yes","0.6309277,0.4896638,0.6610168,0.3916789,0.4684247"
"Zm00001eb005820",1,5,"Yes","0.8995905,0.5161021,0.8862068,0.5989116,0.4350048"
"Zm00001eb006170",1,2,"Yes","0.4968276,0.7840991"
"Zm00001eb006480",1,5,"Yes","0.5845817,0.9353666,0.7512728,0.6856392,0.5715574"
"Zm00001eb006860",1,2,"Yes","0.6891121,0.908799"
"Zm00001eb008360",1,2,"Yes","0.7241148,0.9473694"
"Zm00001eb010500",1,5,"Yes","0.8609592,0.8446034,0.983292,0.289512,0.9216253"
"Zm00001eb011920",1,5,"Yes","0.3728784,0.6328609,0.2471732,0.9981775,0.5760628"
"Zm00001eb012280",1,5,"Yes","0.2482675,0.7197433,0.4962622,0.5653749,0.8452347"
"Zm00001eb012290",1,4,"Yes","0.5727103,0.481246,0.7939365,0.7773762"
"Zm00001eb012460",1,4,"Yes","0.5657991,0.5121402,0.7566245,0.5076349"
"Zm00001eb012710",1,2,"Yes","0.5171343,0.5476839"
"Zm00001eb012720",1,9,"Yes","0.3179247,0.727607,0.8864171,0.5527809,0.6838479,0.4895288,0.7270715,0.9200328,0.9338062"
"Zm00001eb013250",1,4,"Yes","0.6420093,0.8398716,0.5172453,0.6722067"
"Zm00001eb013560",1,14,"Yes","0.8713214,0.4419847,0.4735515,0.5493909,0.9479515,0.1148595,0.7162593,0.9888803,0.6626015,0.7766196,0.896061,0.844825,0.5386059,0.7323574"
"Zm00001eb013670",1,4,"Yes","0.6036333,0.9309073,0.7788744,0.5263744"
"Zm00001eb014820",1,5,"Yes","0.7543382,0.4788391,0.7726663,0.9122082,0.6583459"
"Zm00001eb015030",1,4,"Yes","0.7699496,0.4862982,0.9184379,0.5903224"
"Zm00001eb015390",1,5,"Yes","0.7761492,0.7808001,0.3119219,0.4076277,0.7963916"
"Zm00001eb015610",1,4,"Yes","0.5841121,0.9933815,0.9767834,0.926975"
"Zm00001eb015630",1,2,"Yes","0.7734973,0.7432532"
"Zm00001eb016990",1,2,"Yes","0.9112847,0.8974606"
"Zm00001eb017120",1,3,"Yes","0.8140402,0.6508307,0.9663491"
"Zm00001eb017830",1,3,"Yes","0.6675689,0.7968192,0.8046979"
"Zm00001eb018970",1,2,"Yes","0.6824498,0.4672794"
"Zm00001eb022080",1,2,"Yes","0.8395826,0.4140909"
